stage,outer_test_year,candidate_id,candidate_label,month,n_days,any_cp_exact_pct,cp23_exact_pct,production_status
validation,2024,om_family_season_bias_corrected,om family season bias corrected,2023-05,31,48.38709677419355,48.38709677419355,EXPERIMENT_ONLY
validation,2024,om_family_season_bias_corrected,om family season bias corrected,2023-06,30,40.0,40.0,EXPERIMENT_ONLY
validation,2024,om_family_season_bias_corrected,om family season bias corrected,2023-07,31,41.935483870967744,41.935483870967744,EXPERIMENT_ONLY
validation,2024,om_family_season_bias_corrected,om family season bias corrected,2023-08,31,41.935483870967744,41.935483870967744,EXPERIMENT_ONLY
validation,2024,om_family_season_bias_corrected,om family season bias corrected,2023-09,30,33.33333333333333,33.33333333333333,EXPERIMENT_ONLY
validation,2024,om_family_season_bias_corrected,om family season bias corrected,2023-10,31,51.61290322580645,51.61290322580645,EXPERIMENT_ONLY
validation,2024,om_family_season_bias_corrected,om family season bias corrected,2023-11,30,30.0,30.0,EXPERIMENT_ONLY
validation,2024,om_family_season_bias_corrected,om family season bias corrected,2023-12,30,16.666666666666664,16.666666666666664,EXPERIMENT_ONLY
validation,2024,om_gfs_previous_runs_raw,om gfs previous runs raw,2023-01,31,19.35483870967742,19.35483870967742,EXPERIMENT_ONLY
validation,2024,om_gfs_previous_runs_raw,om gfs previous runs raw,2023-02,28,21.428571428571427,21.428571428571427,EXPERIMENT_ONLY
validation,2024,om_gfs_previous_runs_raw,om gfs previous runs raw,2023-03,31,3.225806451612903,3.225806451612903,EXPERIMENT_ONLY
validation,2024,om_gfs_previous_runs_raw,om gfs previous runs raw,2023-04,30,13.333333333333334,13.333333333333334,EXPERIMENT_ONLY
validation,2024,om_gfs_previous_runs_raw,om gfs previous runs raw,2023-05,31,16.129032258064516,16.129032258064516,EXPERIMENT_ONLY
validation,2024,om_gfs_previous_runs_raw,om gfs previous runs raw,2023-06,30,23.333333333333332,23.333333333333332,EXPERIMENT_ONLY
validation,2024,om_gfs_previous_runs_raw,om gfs previous runs raw,2023-07,31,29.03225806451613,29.03225806451613,EXPERIMENT_ONLY
validation,2024,om_gfs_previous_runs_raw,om gfs previous runs raw,2023-08,31,22.58064516129032,22.58064516129032,EXPERIMENT_ONLY
validation,2024,om_gfs_previous_runs_raw,om gfs previous runs raw,2023-09,30,3.3333333333333335,3.3333333333333335,EXPERIMENT_ONLY
validation,2024,om_gfs_previous_runs_raw,om gfs previous runs raw,2023-10,31,22.58064516129032,22.58064516129032,EXPERIMENT_ONLY
validation,2024,om_gfs_previous_runs_raw,om gfs previous runs raw,2023-11,30,13.333333333333334,13.333333333333334,EXPERIMENT_ONLY
validation,2024,om_gfs_previous_runs_raw,om gfs previous runs raw,2023-12,30,10.0,10.0,EXPERIMENT_ONLY
validation,2024,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2023-01,31,54.83870967741935,41.935483870967744,EXPERIMENT_ONLY
validation,2024,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2023-02,28,46.42857142857143,32.142857142857146,EXPERIMENT_ONLY
validation,2024,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2023-03,31,64.51612903225806,45.16129032258064,EXPERIMENT_ONLY
validation,2024,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2023-04,30,80.0,56.666666666666664,EXPERIMENT_ONLY
validation,2024,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2023-05,31,58.06451612903226,32.25806451612903,EXPERIMENT_ONLY
validation,2024,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2023-06,30,60.0,26.666666666666668,EXPERIMENT_ONLY
validation,2024,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2023-07,31,51.61290322580645,38.70967741935484,EXPERIMENT_ONLY
validation,2024,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2023-08,31,54.83870967741935,32.25806451612903,EXPERIMENT_ONLY
validation,2024,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2023-09,30,50.0,33.33333333333333,EXPERIMENT_ONLY
validation,2024,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2023-10,31,45.16129032258064,29.03225806451613,EXPERIMENT_ONLY
validation,2024,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2023-11,30,63.33333333333333,36.666666666666664,EXPERIMENT_ONLY
validation,2024,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2023-12,30,36.666666666666664,20.0,EXPERIMENT_ONLY
test,2025,local_only_onda3f,Local-only Onda 3F,2025-01,31,32.25806451612903,25.806451612903224,EXPERIMENT_ONLY
test,2025,local_only_onda3f,Local-only Onda 3F,2025-02,28,39.285714285714285,28.57142857142857,EXPERIMENT_ONLY
test,2025,local_only_onda3f,Local-only Onda 3F,2025-03,31,41.935483870967744,32.25806451612903,EXPERIMENT_ONLY
test,2025,local_only_onda3f,Local-only Onda 3F,2025-04,30,56.666666666666664,46.666666666666664,EXPERIMENT_ONLY
test,2025,local_only_onda3f,Local-only Onda 3F,2025-05,31,67.74193548387096,35.483870967741936,EXPERIMENT_ONLY
test,2025,local_only_onda3f,Local-only Onda 3F,2025-06,30,26.666666666666668,23.333333333333332,EXPERIMENT_ONLY
test,2025,local_only_onda3f,Local-only Onda 3F,2025-07,31,48.38709677419355,29.03225806451613,EXPERIMENT_ONLY
test,2025,local_only_onda3f,Local-only Onda 3F,2025-08,31,58.06451612903226,32.25806451612903,EXPERIMENT_ONLY
test,2025,local_only_onda3f,Local-only Onda 3F,2025-09,30,36.666666666666664,26.666666666666668,EXPERIMENT_ONLY
test,2025,local_only_onda3f,Local-only Onda 3F,2025-10,31,48.38709677419355,38.70967741935484,EXPERIMENT_ONLY
test,2025,local_only_onda3f,Local-only Onda 3F,2025-11,30,56.666666666666664,36.666666666666664,EXPERIMENT_ONLY
test,2025,local_only_onda3f,Local-only Onda 3F,2025-12,31,32.25806451612903,29.03225806451613,EXPERIMENT_ONLY
test,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2025-01,31,32.25806451612903,32.25806451612903,EXPERIMENT_ONLY
test,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2025-02,28,10.714285714285714,10.714285714285714,EXPERIMENT_ONLY
test,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2025-03,31,12.903225806451612,12.903225806451612,EXPERIMENT_ONLY
test,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2025-04,30,23.333333333333332,23.333333333333332,EXPERIMENT_ONLY
test,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2025-05,31,12.903225806451612,12.903225806451612,EXPERIMENT_ONLY
test,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2025-06,30,33.33333333333333,33.33333333333333,EXPERIMENT_ONLY
test,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2025-07,31,25.806451612903224,25.806451612903224,EXPERIMENT_ONLY
test,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2025-08,31,48.38709677419355,48.38709677419355,EXPERIMENT_ONLY
test,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2025-09,30,10.0,10.0,EXPERIMENT_ONLY
test,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2025-10,31,16.129032258064516,16.129032258064516,EXPERIMENT_ONLY
test,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2025-11,30,0.0,0.0,EXPERIMENT_ONLY
test,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2025-12,31,9.67741935483871,9.67741935483871,EXPERIMENT_ONLY
test,2025,om_family_mean_raw,om family mean raw,2025-01,31,29.03225806451613,29.03225806451613,EXPERIMENT_ONLY
test,2025,om_family_mean_raw,om family mean raw,2025-02,28,14.285714285714285,14.285714285714285,EXPERIMENT_ONLY
test,2025,om_family_mean_raw,om family mean raw,2025-03,31,12.903225806451612,12.903225806451612,EXPERIMENT_ONLY
test,2025,om_family_mean_raw,om family mean raw,2025-04,30,23.333333333333332,23.333333333333332,EXPERIMENT_ONLY
test,2025,om_family_mean_raw,om family mean raw,2025-05,31,12.903225806451612,12.903225806451612,EXPERIMENT_ONLY
test,2025,om_family_mean_raw,om family mean raw,2025-06,30,33.33333333333333,33.33333333333333,EXPERIMENT_ONLY
test,2025,om_family_mean_raw,om family mean raw,2025-07,31,25.806451612903224,25.806451612903224,EXPERIMENT_ONLY
test,2025,om_family_mean_raw,om family mean raw,2025-08,31,35.483870967741936,35.483870967741936,EXPERIMENT_ONLY
test,2025,om_family_mean_raw,om family mean raw,2025-09,30,10.0,10.0,EXPERIMENT_ONLY
test,2025,om_family_mean_raw,om family mean raw,2025-10,31,12.903225806451612,12.903225806451612,EXPERIMENT_ONLY
test,2025,om_family_mean_raw,om family mean raw,2025-11,30,0.0,0.0,EXPERIMENT_ONLY
test,2025,om_family_mean_raw,om family mean raw,2025-12,31,3.225806451612903,3.225806451612903,EXPERIMENT_ONLY
test,2025,om_family_median_raw,om family median raw,2025-01,31,35.483870967741936,35.483870967741936,EXPERIMENT_ONLY
test,2025,om_family_median_raw,om family median raw,2025-02,28,14.285714285714285,14.285714285714285,EXPERIMENT_ONLY
test,2025,om_family_median_raw,om family median raw,2025-03,31,12.903225806451612,12.903225806451612,EXPERIMENT_ONLY
test,2025,om_family_median_raw,om family median raw,2025-04,30,30.0,30.0,EXPERIMENT_ONLY
test,2025,om_family_median_raw,om family median raw,2025-05,31,12.903225806451612,12.903225806451612,EXPERIMENT_ONLY
test,2025,om_family_median_raw,om family median raw,2025-06,30,26.666666666666668,26.666666666666668,EXPERIMENT_ONLY
test,2025,om_family_median_raw,om family median raw,2025-07,31,25.806451612903224,25.806451612903224,EXPERIMENT_ONLY
test,2025,om_family_median_raw,om family median raw,2025-08,31,41.935483870967744,41.935483870967744,EXPERIMENT_ONLY
test,2025,om_family_median_raw,om family median raw,2025-09,30,3.3333333333333335,3.3333333333333335,EXPERIMENT_ONLY
test,2025,om_family_median_raw,om family median raw,2025-10,31,12.903225806451612,12.903225806451612,EXPERIMENT_ONLY
test,2025,om_family_median_raw,om family median raw,2025-11,30,3.3333333333333335,3.3333333333333335,EXPERIMENT_ONLY
test,2025,om_family_median_raw,om family median raw,2025-12,31,0.0,0.0,EXPERIMENT_ONLY
test,2025,om_family_month_bias_corrected,om family month bias corrected,2025-01,31,25.806451612903224,25.806451612903224,EXPERIMENT_ONLY
test,2025,om_family_month_bias_corrected,om family month bias corrected,2025-02,28,21.428571428571427,21.428571428571427,EXPERIMENT_ONLY
test,2025,om_family_month_bias_corrected,om family month bias corrected,2025-03,31,19.35483870967742,19.35483870967742,EXPERIMENT_ONLY
test,2025,om_family_month_bias_corrected,om family month bias corrected,2025-04,30,26.666666666666668,26.666666666666668,EXPERIMENT_ONLY
test,2025,om_family_month_bias_corrected,om family month bias corrected,2025-05,31,41.935483870967744,41.935483870967744,EXPERIMENT_ONLY
test,2025,om_family_month_bias_corrected,om family month bias corrected,2025-06,30,60.0,60.0,EXPERIMENT_ONLY
test,2025,om_family_month_bias_corrected,om family month bias corrected,2025-07,31,45.16129032258064,45.16129032258064,EXPERIMENT_ONLY
test,2025,om_family_month_bias_corrected,om family month bias corrected,2025-08,31,48.38709677419355,48.38709677419355,EXPERIMENT_ONLY
test,2025,om_family_month_bias_corrected,om family month bias corrected,2025-09,30,36.666666666666664,36.666666666666664,EXPERIMENT_ONLY
test,2025,om_family_month_bias_corrected,om family month bias corrected,2025-10,31,51.61290322580645,51.61290322580645,EXPERIMENT_ONLY
test,2025,om_family_month_bias_corrected,om family month bias corrected,2025-11,30,46.666666666666664,46.666666666666664,EXPERIMENT_ONLY
test,2025,om_family_month_bias_corrected,om family month bias corrected,2025-12,31,38.70967741935484,38.70967741935484,EXPERIMENT_ONLY
test,2025,om_family_recent_bias_corrected,om family recent bias corrected,2025-01,31,29.03225806451613,29.03225806451613,EXPERIMENT_ONLY
test,2025,om_family_recent_bias_corrected,om family recent bias corrected,2025-02,28,21.428571428571427,21.428571428571427,EXPERIMENT_ONLY
test,2025,om_family_recent_bias_corrected,om family recent bias corrected,2025-03,31,22.58064516129032,22.58064516129032,EXPERIMENT_ONLY
test,2025,om_family_recent_bias_corrected,om family recent bias corrected,2025-04,30,26.666666666666668,26.666666666666668,EXPERIMENT_ONLY
test,2025,om_family_recent_bias_corrected,om family recent bias corrected,2025-05,31,38.70967741935484,38.70967741935484,EXPERIMENT_ONLY
test,2025,om_family_recent_bias_corrected,om family recent bias corrected,2025-06,30,53.333333333333336,53.333333333333336,EXPERIMENT_ONLY
test,2025,om_family_recent_bias_corrected,om family recent bias corrected,2025-07,31,32.25806451612903,32.25806451612903,EXPERIMENT_ONLY
test,2025,om_family_recent_bias_corrected,om family recent bias corrected,2025-08,31,45.16129032258064,45.16129032258064,EXPERIMENT_ONLY
test,2025,om_family_recent_bias_corrected,om family recent bias corrected,2025-09,30,40.0,40.0,EXPERIMENT_ONLY
test,2025,om_family_recent_bias_corrected,om family recent bias corrected,2025-10,31,54.83870967741935,54.83870967741935,EXPERIMENT_ONLY
test,2025,om_family_recent_bias_corrected,om family recent bias corrected,2025-11,30,46.666666666666664,46.666666666666664,EXPERIMENT_ONLY
test,2025,om_family_recent_bias_corrected,om family recent bias corrected,2025-12,31,51.61290322580645,51.61290322580645,EXPERIMENT_ONLY
test,2025,om_family_regime_bias_corrected,om family regime bias corrected,2025-01,31,29.03225806451613,22.58064516129032,EXPERIMENT_ONLY
test,2025,om_family_regime_bias_corrected,om family regime bias corrected,2025-02,28,14.285714285714285,14.285714285714285,EXPERIMENT_ONLY
test,2025,om_family_regime_bias_corrected,om family regime bias corrected,2025-03,31,16.129032258064516,12.903225806451612,EXPERIMENT_ONLY
test,2025,om_family_regime_bias_corrected,om family regime bias corrected,2025-04,30,26.666666666666668,26.666666666666668,EXPERIMENT_ONLY
test,2025,om_family_regime_bias_corrected,om family regime bias corrected,2025-05,31,41.935483870967744,38.70967741935484,EXPERIMENT_ONLY
test,2025,om_family_regime_bias_corrected,om family regime bias corrected,2025-06,30,60.0,60.0,EXPERIMENT_ONLY
test,2025,om_family_regime_bias_corrected,om family regime bias corrected,2025-07,31,35.483870967741936,35.483870967741936,EXPERIMENT_ONLY
test,2025,om_family_regime_bias_corrected,om family regime bias corrected,2025-08,31,41.935483870967744,41.935483870967744,EXPERIMENT_ONLY
test,2025,om_family_regime_bias_corrected,om family regime bias corrected,2025-09,30,30.0,30.0,EXPERIMENT_ONLY
test,2025,om_family_regime_bias_corrected,om family regime bias corrected,2025-10,31,45.16129032258064,45.16129032258064,EXPERIMENT_ONLY
test,2025,om_family_regime_bias_corrected,om family regime bias corrected,2025-11,30,33.33333333333333,30.0,EXPERIMENT_ONLY
test,2025,om_family_regime_bias_corrected,om family regime bias corrected,2025-12,31,41.935483870967744,41.935483870967744,EXPERIMENT_ONLY
test,2025,om_family_season_bias_corrected,om family season bias corrected,2025-01,31,25.806451612903224,25.806451612903224,EXPERIMENT_ONLY
test,2025,om_family_season_bias_corrected,om family season bias corrected,2025-02,28,21.428571428571427,21.428571428571427,EXPERIMENT_ONLY
test,2025,om_family_season_bias_corrected,om family season bias corrected,2025-03,31,19.35483870967742,19.35483870967742,EXPERIMENT_ONLY
test,2025,om_family_season_bias_corrected,om family season bias corrected,2025-04,30,30.0,30.0,EXPERIMENT_ONLY
test,2025,om_family_season_bias_corrected,om family season bias corrected,2025-05,31,51.61290322580645,51.61290322580645,EXPERIMENT_ONLY
test,2025,om_family_season_bias_corrected,om family season bias corrected,2025-06,30,53.333333333333336,53.333333333333336,EXPERIMENT_ONLY
test,2025,om_family_season_bias_corrected,om family season bias corrected,2025-07,31,51.61290322580645,51.61290322580645,EXPERIMENT_ONLY
test,2025,om_family_season_bias_corrected,om family season bias corrected,2025-08,31,48.38709677419355,48.38709677419355,EXPERIMENT_ONLY
test,2025,om_family_season_bias_corrected,om family season bias corrected,2025-09,30,60.0,60.0,EXPERIMENT_ONLY
test,2025,om_family_season_bias_corrected,om family season bias corrected,2025-10,31,58.06451612903226,58.06451612903226,EXPERIMENT_ONLY
test,2025,om_family_season_bias_corrected,om family season bias corrected,2025-11,30,46.666666666666664,46.666666666666664,EXPERIMENT_ONLY
test,2025,om_family_season_bias_corrected,om family season bias corrected,2025-12,31,38.70967741935484,38.70967741935484,EXPERIMENT_ONLY
test,2025,om_gfs_previous_runs_raw,om gfs previous runs raw,2025-01,31,29.03225806451613,29.03225806451613,EXPERIMENT_ONLY
test,2025,om_gfs_previous_runs_raw,om gfs previous runs raw,2025-02,28,14.285714285714285,14.285714285714285,EXPERIMENT_ONLY
test,2025,om_gfs_previous_runs_raw,om gfs previous runs raw,2025-03,31,16.129032258064516,16.129032258064516,EXPERIMENT_ONLY
test,2025,om_gfs_previous_runs_raw,om gfs previous runs raw,2025-04,30,10.0,10.0,EXPERIMENT_ONLY
test,2025,om_gfs_previous_runs_raw,om gfs previous runs raw,2025-05,31,16.129032258064516,16.129032258064516,EXPERIMENT_ONLY
test,2025,om_gfs_previous_runs_raw,om gfs previous runs raw,2025-06,30,13.333333333333334,13.333333333333334,EXPERIMENT_ONLY
test,2025,om_gfs_previous_runs_raw,om gfs previous runs raw,2025-07,31,19.35483870967742,19.35483870967742,EXPERIMENT_ONLY
test,2025,om_gfs_previous_runs_raw,om gfs previous runs raw,2025-08,31,22.58064516129032,22.58064516129032,EXPERIMENT_ONLY
test,2025,om_gfs_previous_runs_raw,om gfs previous runs raw,2025-09,30,13.333333333333334,13.333333333333334,EXPERIMENT_ONLY
test,2025,om_gfs_previous_runs_raw,om gfs previous runs raw,2025-10,31,12.903225806451612,12.903225806451612,EXPERIMENT_ONLY
test,2025,om_gfs_previous_runs_raw,om gfs previous runs raw,2025-11,30,16.666666666666664,16.666666666666664,EXPERIMENT_ONLY
test,2025,om_gfs_previous_runs_raw,om gfs previous runs raw,2025-12,31,0.0,0.0,EXPERIMENT_ONLY
test,2025,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2025-01,31,64.51612903225806,48.38709677419355,EXPERIMENT_ONLY
test,2025,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2025-02,28,50.0,46.42857142857143,EXPERIMENT_ONLY
test,2025,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2025-03,31,58.06451612903226,38.70967741935484,EXPERIMENT_ONLY
test,2025,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2025-04,30,63.33333333333333,46.666666666666664,EXPERIMENT_ONLY
test,2025,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2025-05,31,80.64516129032258,58.06451612903226,EXPERIMENT_ONLY
test,2025,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2025-06,30,56.666666666666664,33.33333333333333,EXPERIMENT_ONLY
test,2025,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2025-07,31,70.96774193548387,48.38709677419355,EXPERIMENT_ONLY
test,2025,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2025-08,31,54.83870967741935,22.58064516129032,EXPERIMENT_ONLY
test,2025,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2025-09,30,56.666666666666664,40.0,EXPERIMENT_ONLY
test,2025,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2025-10,31,67.74193548387096,41.935483870967744,EXPERIMENT_ONLY
test,2025,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2025-11,30,63.33333333333333,40.0,EXPERIMENT_ONLY
test,2025,open_meteo_augmented_onda3f,Open-Meteo augmented Onda 3F,2025-12,31,54.83870967741935,41.935483870967744,EXPERIMENT_ONLY
validation,2025,local_only_onda3f,Local-only Onda 3F,2024-01,12,8.333333333333332,0.0,EXPERIMENT_ONLY
validation,2025,local_only_onda3f,Local-only Onda 3F,2024-02,29,31.03448275862069,10.344827586206897,EXPERIMENT_ONLY
validation,2025,local_only_onda3f,Local-only Onda 3F,2024-03,31,45.16129032258064,32.25806451612903,EXPERIMENT_ONLY
validation,2025,local_only_onda3f,Local-only Onda 3F,2024-04,30,50.0,23.333333333333332,EXPERIMENT_ONLY
validation,2025,local_only_onda3f,Local-only Onda 3F,2024-05,31,41.935483870967744,25.806451612903224,EXPERIMENT_ONLY
validation,2025,local_only_onda3f,Local-only Onda 3F,2024-06,30,40.0,26.666666666666668,EXPERIMENT_ONLY
validation,2025,local_only_onda3f,Local-only Onda 3F,2024-07,31,51.61290322580645,35.483870967741936,EXPERIMENT_ONLY
validation,2025,local_only_onda3f,Local-only Onda 3F,2024-08,31,48.38709677419355,32.25806451612903,EXPERIMENT_ONLY
validation,2025,local_only_onda3f,Local-only Onda 3F,2024-09,30,40.0,23.333333333333332,EXPERIMENT_ONLY
validation,2025,local_only_onda3f,Local-only Onda 3F,2024-10,31,48.38709677419355,32.25806451612903,EXPERIMENT_ONLY
validation,2025,local_only_onda3f,Local-only Onda 3F,2024-11,30,50.0,33.33333333333333,EXPERIMENT_ONLY
validation,2025,local_only_onda3f,Local-only Onda 3F,2024-12,31,45.16129032258064,32.25806451612903,EXPERIMENT_ONLY
validation,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2024-01,12,16.666666666666664,16.666666666666664,EXPERIMENT_ONLY
validation,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2024-02,29,13.793103448275861,13.793103448275861,EXPERIMENT_ONLY
validation,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2024-03,31,9.67741935483871,9.67741935483871,EXPERIMENT_ONLY
validation,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2024-04,30,3.3333333333333335,3.3333333333333335,EXPERIMENT_ONLY
validation,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2024-05,31,16.129032258064516,16.129032258064516,EXPERIMENT_ONLY
validation,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2024-06,30,30.0,30.0,EXPERIMENT_ONLY
validation,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2024-07,31,38.70967741935484,38.70967741935484,EXPERIMENT_ONLY
validation,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2024-08,31,16.129032258064516,16.129032258064516,EXPERIMENT_ONLY
validation,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2024-09,30,10.0,10.0,EXPERIMENT_ONLY
validation,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2024-10,31,12.903225806451612,12.903225806451612,EXPERIMENT_ONLY
validation,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2024-11,30,10.0,10.0,EXPERIMENT_ONLY
validation,2025,om_family_inverse_mae_weighted,om family inverse mae weighted,2024-12,31,16.129032258064516,16.129032258064516,EXPERIMENT_ONLY
validation,2025,om_family_mean_raw,om family mean raw,2024-01,12,8.333333333333332,8.333333333333332,EXPERIMENT_ONLY
validation,2025,om_family_mean_raw,om family mean raw,2024-02,29,13.793103448275861,13.793103448275861,EXPERIMENT_ONLY
validation,2025,om_family_mean_raw,om family mean raw,2024-03,31,9.67741935483871,9.67741935483871,EXPERIMENT_ONLY
validation,2025,om_family_mean_raw,om family mean raw,2024-04,30,6.666666666666667,6.666666666666667,EXPERIMENT_ONLY
validation,2025,om_family_mean_raw,om family mean raw,2024-05,31,19.35483870967742,19.35483870967742,EXPERIMENT_ONLY
validation,2025,om_family_mean_raw,om family mean raw,2024-06,30,30.0,30.0,EXPERIMENT_ONLY
validation,2025,om_family_mean_raw,om family mean raw,2024-07,31,38.70967741935484,38.70967741935484,EXPERIMENT_ONLY
validation,2025,om_family_mean_raw,om family mean raw,2024-08,31,16.129032258064516,16.129032258064516,EXPERIMENT_ONLY
validation,2025,om_family_mean_raw,om family mean raw,2024-09,30,10.0,10.0,EXPERIMENT_ONLY
validation,2025,om_family_mean_raw,om family mean raw,2024-10,31,12.903225806451612,12.903225806451612,EXPERIMENT_ONLY
validation,2025,om_family_mean_raw,om family mean raw,2024-11,30,6.666666666666667,6.666666666666667,EXPERIMENT_ONLY
validation,2025,om_family_mean_raw,om family mean raw,2024-12,31,12.903225806451612,12.903225806451612,EXPERIMENT_ONLY
validation,2025,om_family_median_raw,om family median raw,2024-01,12,16.666666666666664,16.666666666666664,EXPERIMENT_ONLY
validation,2025,om_family_median_raw,om family median raw,2024-02,29,17.24137931034483,17.24137931034483,EXPERIMENT_ONLY
validation,2025,om_family_median_raw,om family median raw,2024-03,31,9.67741935483871,9.67741935483871,EXPERIMENT_ONLY
validation,2025,om_family_median_raw,om family median raw,2024-04,30,6.666666666666667,6.666666666666667,EXPERIMENT_ONLY
validation,2025,om_family_median_raw,om family median raw,2024-05,31,19.35483870967742,19.35483870967742,EXPERIMENT_ONLY
validation,2025,om_family_median_raw,om family median raw,2024-06,30,36.666666666666664,36.666666666666664,EXPERIMENT_ONLY
validation,2025,om_family_median_raw,om family median raw,2024-07,31,32.25806451612903,32.25806451612903,EXPERIMENT_ONLY
validation,2025,om_family_median_raw,om family median raw,2024-08,31,19.35483870967742,19.35483870967742,EXPERIMENT_ONLY
validation,2025,om_family_median_raw,om family median raw,2024-09,30,10.0,10.0,EXPERIMENT_ONLY
validation,2025,om_family_median_raw,om family median raw,2024-10,31,9.67741935483871,9.67741935483871,EXPERIMENT_ONLY
validation,2025,om_family_median_raw,om family median raw,2024-11,30,6.666666666666667,6.666666666666667,EXPERIMENT_ONLY
validation,2025,om_family_median_raw,om family median raw,2024-12,31,16.129032258064516,16.129032258064516,EXPERIMENT_ONLY
validation,2025,om_family_month_bias_corrected,om family month bias corrected,2024-01,12,0.0,0.0,EXPERIMENT_ONLY
validation,2025,om_family_month_bias_corrected,om family month bias corrected,2024-02,29,6.896551724137931,6.896551724137931,EXPERIMENT_ONLY
validation,2025,om_family_month_bias_corrected,om family month bias corrected,2024-03,31,38.70967741935484,38.70967741935484,EXPERIMENT_ONLY
validation,2025,om_family_month_bias_corrected,om family month bias corrected,2024-04,30,26.666666666666668,26.666666666666668,EXPERIMENT_ONLY
validation,2025,om_family_month_bias_corrected,om family month bias corrected,2024-05,31,51.61290322580645,51.61290322580645,EXPERIMENT_ONLY
validation,2025,om_family_month_bias_corrected,om family month bias corrected,2024-06,30,46.666666666666664,46.666666666666664,EXPERIMENT_ONLY
validation,2025,om_family_month_bias_corrected,om family month bias corrected,2024-07,31,54.83870967741935,54.83870967741935,EXPERIMENT_ONLY
validation,2025,om_family_month_bias_corrected,om family month bias corrected,2024-08,31,51.61290322580645,51.61290322580645,EXPERIMENT_ONLY
validation,2025,om_family_month_bias_corrected,om family month bias corrected,2024-09,30,70.0,70.0,EXPERIMENT_ONLY
validation,2025,om_family_month_bias_corrected,om family month bias corrected,2024-10,31,48.38709677419355,48.38709677419355,EXPERIMENT_ONLY
validation,2025,om_family_month_bias_corrected,om family month bias corrected,2024-11,30,63.33333333333333,63.33333333333333,EXPERIMENT_ONLY
validation,2025,om_family_month_bias_corrected,om family month bias corrected,2024-12,31,22.58064516129032,22.58064516129032,EXPERIMENT_ONLY
validation,2025,om_family_recent_bias_corrected,om family recent bias corrected,2024-01,12,33.33333333333333,33.33333333333333,EXPERIMENT_ONLY
validation,2025,om_family_recent_bias_corrected,om family recent bias corrected,2024-02,29,34.48275862068966,34.48275862068966,EXPERIMENT_ONLY
validation,2025,om_family_recent_bias_corrected,om family recent bias corrected,2024-03,31,45.16129032258064,45.16129032258064,EXPERIMENT_ONLY
validation,2025,om_family_recent_bias_corrected,om family recent bias corrected,2024-04,30,36.666666666666664,36.666666666666664,EXPERIMENT_ONLY
validation,2025,om_family_recent_bias_corrected,om family recent bias corrected,2024-05,31,51.61290322580645,51.61290322580645,EXPERIMENT_ONLY
